title,doi,authors,konferenz,year
Starting Conversations with Search Engines - Interfaces that Elicit Natural Language Queries,10.1145/3406522.3446035,"[{'given': 'Andrea', 'family': 'Papenmeier', 'sequence': 'first', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Dagmar', 'family': 'Kern', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Daniel', 'family': 'Hienert', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Alfred', 'family': 'Sliwa', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Ahmet', 'family': 'Aker', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Norbert', 'family': 'Fuhr', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}]","{'name': ""CHIIR '21: ACM SIGIR Conference on Human Information Interaction and Retrieval"", 'location': 'Canberra ACT Australia', 'acronym': ""CHIIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2021
Dataset of Natural Language Queries for E-Commerce,10.1145/3406522.3446043,"[{'given': 'Andrea', 'family': 'Papenmeier', 'sequence': 'first', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Dagmar', 'family': 'Kern', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Daniel', 'family': 'Hienert', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Alfred', 'family': 'Sliwa', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Ahmet', 'family': 'Aker', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Norbert', 'family': 'Fuhr', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}]","{'name': ""CHIIR '21: ACM SIGIR Conference on Human Information Interaction and Retrieval"", 'location': 'Canberra ACT Australia', 'acronym': ""CHIIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2021
Starting Conversations with Search Engines - Interfaces that Elicit Natural Language Queries,10.1145/3406522.3446035,"[{'given': 'Andrea', 'family': 'Papenmeier', 'sequence': 'first', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Dagmar', 'family': 'Kern', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Daniel', 'family': 'Hienert', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Alfred', 'family': 'Sliwa', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Ahmet', 'family': 'Aker', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Norbert', 'family': 'Fuhr', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}]","{'name': ""CHIIR '21: ACM SIGIR Conference on Human Information Interaction and Retrieval"", 'location': 'Canberra ACT Australia', 'acronym': ""CHIIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2021
Dataset of Natural Language Queries for E-Commerce,10.1145/3406522.3446043,"[{'given': 'Andrea', 'family': 'Papenmeier', 'sequence': 'first', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Dagmar', 'family': 'Kern', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Daniel', 'family': 'Hienert', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Alfred', 'family': 'Sliwa', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Ahmet', 'family': 'Aker', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}, {'given': 'Norbert', 'family': 'Fuhr', 'sequence': 'additional', 'affiliation': [{'name': 'University of Duisburg-Essen, Duisburg, Germany'}]}]","{'name': ""CHIIR '21: ACM SIGIR Conference on Human Information Interaction and Retrieval"", 'location': 'Canberra ACT Australia', 'acronym': ""CHIIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2021
A Manifesto on Resource Re-Use in Interactive Information Retrieval,10.1145/3406522.3446056,"[{'given': 'Maria', 'family': 'Gäde', 'sequence': 'first', 'affiliation': [{'name': 'Humboldt-Universität zu Berlin, Berlin, Germany'}]}, {'given': 'Marijn', 'family': 'Koolen', 'sequence': 'additional', 'affiliation': [{'name': 'Royal Netherlands Academy of Arts and Science, Amsterdam, Netherlands'}]}, {'given': 'Mark', 'family': 'Hall', 'sequence': 'additional', 'affiliation': [{'name': 'The Open University, Milton Keynes, United Kingdom'}]}, {'given': 'Toine', 'family': 'Bogers', 'sequence': 'additional', 'affiliation': [{'name': 'Aalborg University Copenhagen, Copenhagen, Denmark'}]}, {'given': 'Vivien', 'family': 'Petras', 'sequence': 'additional', 'affiliation': [{'name': 'Humboldt-Universität zu Berlin, Berlin, Germany'}]}]","{'name': ""CHIIR '21: ACM SIGIR Conference on Human Information Interaction and Retrieval"", 'location': 'Canberra ACT Australia', 'acronym': ""CHIIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2021
Impact of Response Latency on User Behaviour in Mobile Web Search,10.1145/3406522.3446038,"[{'given': 'Ioannis', 'family': 'Arapakis', 'sequence': 'first', 'affiliation': [{'name': 'Telefonica Research,, Spain'}]}, {'given': 'Souneil', 'family': 'Park', 'sequence': 'additional', 'affiliation': [{'name': 'Telefonica Research,, Spain'}]}, {'given': 'Martin', 'family': 'Pielot', 'sequence': 'additional', 'affiliation': [{'name': 'Google, Munich, Germany'}]}]","{'name': ""CHIIR '21: ACM SIGIR Conference on Human Information Interaction and Retrieval"", 'location': 'Canberra ACT Australia', 'acronym': ""CHIIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2021
Integration of Images into the Patent Retrieval Process,10.1145/3406522.3446006,"[{'given': 'Wiebke', 'family': 'Thode', 'sequence': 'first', 'affiliation': [{'name': 'University of Hildesheim, Hildesheim, Germany'}]}]","{'name': ""CHIIR '21: ACM SIGIR Conference on Human Information Interaction and Retrieval"", 'location': 'Canberra ACT Australia', 'acronym': ""CHIIR '21"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2021
Towards Search Strategies for Better Privacy and Information,10.1145/3343413.3377958,"[{'given': 'Steven', 'family': 'Zimmerman', 'sequence': 'first', 'affiliation': [{'name': 'University of Essex, Colchester, United Kingdom'}]}, {'given': 'Alistair', 'family': 'Thorpe', 'sequence': 'additional', 'affiliation': [{'name': 'University of Essex, Colchester, United Kingdom'}]}, {'given': 'Jon', 'family': 'Chamberlain', 'sequence': 'additional', 'affiliation': [{'name': 'University of Essex, Colchester, United Kingdom'}]}, {'given': 'Udo', 'family': 'Kruschwitz', 'sequence': 'additional', 'affiliation': [{'name': 'Universität Regensburg, Regensburg, Germany'}]}]","{'name': ""CHIIR '20: Conference on Human Information Interaction and Retrieval"", 'location': 'Vancouver BC Canada', 'acronym': ""CHIIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2020
Conversational Agents for Recipe Recommendation,10.1145/3343413.3377967,"[{'given': 'Sabrina', 'family': 'Barko-Sherif', 'sequence': 'first', 'affiliation': [{'name': 'University of Regensburg, Regensburg, Germany'}]}, {'given': 'David', 'family': 'Elsweiler', 'sequence': 'additional', 'affiliation': [{'name': 'University of Regensburg, Regensburg, Germany'}]}, {'given': 'Morgan', 'family': 'Harvey', 'sequence': 'additional', 'affiliation': [{'name': 'Northumbria University, Newcastle upon Tyne, United Kingdom'}]}]","{'name': ""CHIIR '20: Conference on Human Information Interaction and Retrieval"", 'location': 'Vancouver BC Canada', 'acronym': ""CHIIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2020
The Role of Cognitive Abilities and Time Spent on Texts and Videos in a Multimodal Searching as Learning Task,10.1145/3343413.3378001,"[{'given': 'Georg', 'family': 'Pardi', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz-Institut für Wissensmedien, Tübingen, Germany'}]}, {'given': 'Johannes', 'family': 'von Hoyer', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz-Institut für Wissensmedien, Tübingen, Germany'}]}, {'given': 'Peter', 'family': 'Holtz', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz-Institut für Wissensmedien, Tübingen, Germany'}]}, {'given': 'Yvonne', 'family': 'Kammerer', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz-Institut für Wissensmedien &amp; Open Universiteit, Tübingen, Germany'}]}]","{'name': ""CHIIR '20: Conference on Human Information Interaction and Retrieval"", 'location': 'Vancouver BC Canada', 'acronym': ""CHIIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2020
The Role of Word-Eye-Fixations for Query Term Prediction,10.1145/3343413.3378010,"[{'given': 'Masoud', 'family': 'Davari', 'sequence': 'first', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Daniel', 'family': 'Hienert', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Dagmar', 'family': 'Kern', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Stefan', 'family': 'Dietze', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}]","{'name': ""CHIIR '20: Conference on Human Information Interaction and Retrieval"", 'location': 'Vancouver BC Canada', 'acronym': ""CHIIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2020
Personalized Entity Search by Sparse and Scrutable User Profiles,10.1145/3343413.3378011,"[{'given': 'Ghazaleh H.', 'family': 'Torbati', 'sequence': 'first', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbrücken, Germany'}]}, {'given': 'Andrew', 'family': 'Yates', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbrücken, Germany'}]}, {'given': 'Gerhard', 'family': 'Weikum', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbrücken, Germany'}]}]","{'name': ""CHIIR '20: Conference on Human Information Interaction and Retrieval"", 'location': 'Vancouver BC Canada', 'acronym': ""CHIIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2020
The Influence of Device Type on Querying Behavior and Learning Outcomes in a Searching as Learning Task with a Laptop or Smartphone,10.1145/3343413.3378000,"[{'given': 'Diego', 'family': 'Demaree', 'sequence': 'first', 'affiliation': [{'name': 'Open Universiteit, Heerlen, Netherlands'}]}, {'given': 'Halszka', 'family': 'Jarodzka', 'sequence': 'additional', 'affiliation': [{'name': 'Open Universiteit, Heerlen, Netherlands'}]}, {'given': 'Saskia', 'family': 'Brand-Gruwel', 'sequence': 'additional', 'affiliation': [{'name': 'Zuyd University of Applied Sciences &amp; Open Universiteit, Heerlen, Netherlands'}]}, {'given': 'Yvonne', 'family': 'Kammerer', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz-Institut für Wissenmedien; Open Universiteit, Tübingen, Heerlen, Netherlands'}]}]","{'name': ""CHIIR '20: Conference on Human Information Interaction and Retrieval"", 'location': 'Vancouver BC Canada', 'acronym': ""CHIIR '20"", 'sponsor': ['SIGIR ACM Special Interest Group on Information Retrieval', 'SIGCHI ACM Special Interest Group on Computer-Human Interaction']}",2020
Efficient Detection of Data Dependency Violations,10.1145/3340531.3412062,"[{'given': 'Eduardo H. M.', 'family': 'Pena', 'sequence': 'first', 'affiliation': [{'name': 'Federal University of Technology - Paraná, Toledo, Brazil'}]}, {'given': 'Edson R.', 'family': 'Lucas Filho', 'sequence': 'additional', 'affiliation': [{'name': 'University of Passau, Passau, Germany'}]}, {'given': 'Eduardo C.', 'family': 'de Almeida', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Paraná, Curitiba, Brazil'}]}, {'given': 'Felix', 'family': 'Naumann', 'sequence': 'additional', 'affiliation': [{'name': 'Hasso Plattner Institute, Potsdam, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Predicting Quality of Automated Welding with Machine Learning and Semantics,10.1145/3340531.3412737,"[{'given': 'Baifan', 'family': 'Zhou', 'sequence': 'first', 'affiliation': [{'name': 'Bosch Corporate Research &amp; Karlsruhe Institute of Technology, Renningen, Germany'}]}, {'given': 'Yulia', 'family': 'Svetashova', 'sequence': 'additional', 'affiliation': [{'name': 'Bosch Corporate Research &amp; Karlsruhe Institute of Technology, Renningen, Germany'}]}, {'given': 'Seongsu', 'family': 'Byeon', 'sequence': 'additional', 'affiliation': [{'name': 'Bosch Corporate Research &amp; University of Siegen, Renningen, Germany'}]}, {'given': 'Tim', 'family': 'Pychynski', 'sequence': 'additional', 'affiliation': [{'name': 'Bosch Corporate Research, Renningen, Germany'}]}, {'given': 'Ralf', 'family': 'Mikut', 'sequence': 'additional', 'affiliation': [{'name': 'Karlsruhe Institute of Technology, Karlsruhe, Germany'}]}, {'given': 'Evgeny', 'family': 'Kharlamov', 'sequence': 'additional', 'affiliation': [{'name': 'Bosch Center for Artificial Intelligence &amp; University of Oslo, Renningen, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
SemFE,10.1145/3340531.3417436,"[{'given': 'Baifan', 'family': 'Zhou', 'sequence': 'first', 'affiliation': [{'name': 'Bosch Corporate Research &amp; Karlsruhe Institute of Technology, Renningen, Germany'}]}, {'given': 'Yulia', 'family': 'Svetashova', 'sequence': 'additional', 'affiliation': [{'name': 'Bosch Corporate Research &amp; Karlsruhe Institute of Technology, Renningen, Germany'}]}, {'given': 'Tim', 'family': 'Pychynski', 'sequence': 'additional', 'affiliation': [{'name': 'Bosch Corporate Research &amp; Karlsruhe Institute of Technology, Renningen, Germany'}]}, {'given': 'Ildar', 'family': 'Baimuratov', 'sequence': 'additional', 'affiliation': [{'name': 'ITMO University, St. Petersburg, Russian Fed.'}]}, {'given': 'Ahmet', 'family': 'Soylu', 'sequence': 'additional', 'affiliation': [{'name': 'SINTEF &amp; Norwegian University of Science and Technology, Oslo, Norway'}]}, {'given': 'Evgeny', 'family': 'Kharlamov', 'sequence': 'additional', 'affiliation': [{'name': 'Bosch Center for AI &amp; University of Oslo, Renningen, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Distant Supervision in BERT-based Adhoc Document Retrieval,10.1145/3340531.3412124,"[{'given': 'Koustav', 'family': 'Rudra', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center, Leibniz University Hannover, Hannover, Germany'}]}, {'given': 'Avishek', 'family': 'Anand', 'sequence': 'additional', 'affiliation': [{'name': 'L3S Research Center, Leibniz University Hannover, Hannover, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
SDM-RDFizer,10.1145/3340531.3412881,"[{'given': 'Enrique', 'family': 'Iglesias', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center, Leibniz University of Hannover, Hannover, Germany'}]}, {'given': 'Samaneh', 'family': 'Jozashoori', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Center for Science and Technology, Hannover, Germany'}]}, {'given': 'David', 'family': 'Chaves-Fraga', 'sequence': 'additional', 'affiliation': [{'name': 'Universidad Politécnica de Madrid, Boadilla del Monte, Spain'}]}, {'given': 'Diego', 'family': 'Collarana', 'sequence': 'additional', 'affiliation': [{'name': 'Fraunhofer IAIS &amp; University of Bonn, Dresden, Germany'}]}, {'given': 'Maria-Esther', 'family': 'Vidal', 'sequence': 'additional', 'affiliation': [{'name': 'TIB Leibniz Information Centre for Science and Technology, Hannover, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
The Impact of Negative Relevance Judgments on NDCG,10.1145/3340531.3412123,"[{'given': 'Lukas', 'family': 'Gienapp', 'sequence': 'first', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Maik', 'family': 'Fröbe', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle (Saale), Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle (Saale), Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Estimating Topic Difficulty Using Normalized Discounted Cumulated Gain,10.1145/3340531.3412109,"[{'given': 'Lukas', 'family': 'Gienapp', 'sequence': 'first', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}, {'given': 'Benno', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Bauhaus-Universität Weimar, Weimar, Germany'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle (Saale), Germany'}]}, {'given': 'Martin', 'family': 'Potthast', 'sequence': 'additional', 'affiliation': [{'name': 'Leipzig University, Leipzig, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Efficient Detection of Data Dependency Violations,10.1145/3340531.3412062,"[{'given': 'Eduardo H. M.', 'family': 'Pena', 'sequence': 'first', 'affiliation': [{'name': 'Federal University of Technology - Paraná, Toledo, Brazil'}]}, {'given': 'Edson R.', 'family': 'Lucas Filho', 'sequence': 'additional', 'affiliation': [{'name': 'University of Passau, Passau, Germany'}]}, {'given': 'Eduardo C.', 'family': 'de Almeida', 'sequence': 'additional', 'affiliation': [{'name': 'Universidade Federal do Paraná, Curitiba, Brazil'}]}, {'given': 'Felix', 'family': 'Naumann', 'sequence': 'additional', 'affiliation': [{'name': 'Hasso Plattner Institute, Potsdam, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
