Land,title,doi,acronym,year,num_authors,orcid,name,affiliation,affiliation_clean,Fakultät,Institut / Lehrstuhl / Fachbereich / Ptrofessur,c_aff,AG / Bereich,Adresse,Homepage,Notiz,2_affiliation_clean,2_Fakultät,2_Institut / Lehrstuhl / Fachbereich / Ptrofessur,2_AG / Bereich,2_Adresse,2_Homepage,2_Notiz
Germany,Analysis of Arbitrary Content on Blockchain-Based Systems using BigQuery,10.1145/3487553.3524628,WWW,2022,3,,Marcel Gregoriadis,"Humboldt University of Berlin, Germany",Institut für Informatik / HU Berlin,,,"University Berlin, Germany",,"Institut für Informatik
Humboldt-Universität zu Berlin
Rudower Chaussee 25
12489 Berlin-Adlershof",,,,,,,,,
Germany,FactCatch: Incremental Pay-as-You-Go Fact Checking with Minimal User Effort,10.1145/3397271.3401408,SIGIR,2020,6,,Matthias Weidlich,"Humboldt-Universitat zu Berlin, Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Datenbanken und Informationssysteme,"Institut für Informatik
Humboldt-Universität zu Berlin
Rudower Chaussee 25
12489 Berlin-Adlershof",,,,,,,,,
Germany,ClaSP - Time Series Segmentation,10.1145/3459637.3482240,CIKM,2021,3,,Arik Ermshaus,"Humboldt-Universität zu Berlin, Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Wissensmanagement in der Bioinformatik,,,,,,,,,,
Germany,A Manifesto on Resource Re-Use in Interactive Information Retrieval,10.1145/3406522.3446056,CHIIR,2021,5,,Maria Gäde,"Humboldt-Universität zu Berlin, Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Lehr- und Forschungsbereich Information Retrieval,"Institut für Bibliotheks- und Informationswissenschaft 
Humboldt-Universität zu Berlin
Dorotheenstr. 26
10117 Berlin",https://www.ibi.hu-berlin.de/de/forschung/information_retrieval,,,,,,,,
Germany,ClaSP - Time Series Segmentation,10.1145/3459637.3482240,CIKM,2021,3,,Patrick Schäfer,"Humboldt-Universität zu Berlin, Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Wissensmanagement in der Bioinformatik,,,,,,,,,,
Germany,ClaSP - Time Series Segmentation,10.1145/3459637.3482240,CIKM,2021,3,,Ulf Leser,"Humboldt-Universität zu Berlin, Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Wissensmanagement in der Bioinformatik,,,,,,,,,,
Germany,A Manifesto on Resource Re-Use in Interactive Information Retrieval,10.1145/3406522.3446056,CHIIR,2021,5,,Vivien Petras,"Humboldt-Universität zu Berlin, Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Lehr- und Forschungsbereich Information Retrieval,"Institut für Bibliotheks- und Informationswissenschaft 
Humboldt-Universität zu Berlin
Dorotheenstr. 26
10117 Berlin",https://www.ibi.hu-berlin.de/de/forschung/information_retrieval,,,,,,,,
Germany,"How we Work, Share, and Re-use at CHIIR",10.1145/3576840.3578305,CHIIR,2023,6,http://orcid.org/0000-0002-1728-9440,Maria Gäde,"Humboldt-Universität zu Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Lehr- und Forschungsbereich Information Retrieval,"Institut für Bibliotheks- und Informationswissenschaft 
Humboldt-Universität zu Berlin
Dorotheenstr. 26
10117 Berlin",https://www.ibi.hu-berlin.de/de/forschung/information_retrieval,,,,,,,,
Germany,Collaboration Patterns and Impact of Sharing at CHIIR,10.1145/3576840.3578276,CHIIR,2023,6,http://orcid.org/0000-0002-1728-9440,Maria Gäde,"Humboldt-Universität zu Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Lehr- und Forschungsbereich Information Retrieval,"Institut für Bibliotheks- und Informationswissenschaft 
Humboldt-Universität zu Berlin
Dorotheenstr. 26
10117 Berlin",https://www.ibi.hu-berlin.de/de/forschung/information_retrieval,,,,,,,,
Germany,Third Workshop on Building towards Information Interaction and Retrieval Resources Re-use (BIIRRR 2022),10.1145/3498366.3505838,CHIIR,2022,6,,Maria Gäde,"Humboldt-Universität zu Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Lehr- und Forschungsbereich Information Retrieval,"Institut für Bibliotheks- und Informationswissenschaft 
Humboldt-Universität zu Berlin
Dorotheenstr. 26
10117 Berlin",https://www.ibi.hu-berlin.de/de/forschung/information_retrieval,,,,,,,,
Germany,"How we Work, Share, and Re-use at CHIIR",10.1145/3576840.3578305,CHIIR,2023,6,http://orcid.org/0000-0002-8113-1509,Vivien Petras,"Humboldt-Universität zu Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Lehr- und Forschungsbereich Information Retrieval,"Institut für Bibliotheks- und Informationswissenschaft 
Humboldt-Universität zu Berlin
Dorotheenstr. 26
10117 Berlin",https://www.ibi.hu-berlin.de/de/forschung/information_retrieval,,,,,,,,
Germany,Collaboration Patterns and Impact of Sharing at CHIIR,10.1145/3576840.3578276,CHIIR,2023,6,http://orcid.org/0000-0002-8113-1509,Vivien Petras,"Humboldt-Universität zu Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Lehr- und Forschungsbereich Information Retrieval,"Institut für Bibliotheks- und Informationswissenschaft 
Humboldt-Universität zu Berlin
Dorotheenstr. 26
10117 Berlin",https://www.ibi.hu-berlin.de/de/forschung/information_retrieval,,,,,,,,
Germany,Third Workshop on Building towards Information Interaction and Retrieval Resources Re-use (BIIRRR 2022),10.1145/3498366.3505838,CHIIR,2022,6,,Vivien Petras,"Humboldt-Universität zu Berlin, Germany",HU Berlin,,Institut für Informatik,"University Berlin, Germany",Lehr- und Forschungsbereich Information Retrieval,"Institut für Bibliotheks- und Informationswissenschaft 
Humboldt-Universität zu Berlin
Dorotheenstr. 26
10117 Berlin",https://www.ibi.hu-berlin.de/de/forschung/information_retrieval,,,,,,,,
Netherlands,Third Workshop on Building towards Information Interaction and Retrieval Resources Re-use (BIIRRR 2022),10.1145/3498366.3505838,CHIIR,2022,6,,Marijn Koolen,"Huygens Institute for the History of the Netherlands, Royal Netherlands Academy of Arts and Sciences, Netherlands",,,,,,,,,,,,,,,
Kenya,HopfE,10.1145/3459637.3482263,CIKM,2021,6,,Isaiah Onando Mulang,"IBM Research &amp; Zerotha Research, Nairobi, Kenya",,,,,,,,,,,,,,,
Ireland,Retrieving Potential Causes from a Query Event,10.1145/3397271.3401207,SIGIR,2020,6,,Charles Jochim,"IBM Research Europe, Dublin, Ireland, Dublin, Ireland",,,,,,,,,,,,,,,
Ireland,Retrieving Potential Causes from a Query Event,10.1145/3397271.3401207,SIGIR,2020,6,,Debasis Ganguly,"IBM Research Europe, Dublin, Ireland, Dublin, Ireland",,,,,,,,,,,,,,,
Ireland,Retrieving Potential Causes from a Query Event,10.1145/3397271.3401207,SIGIR,2020,6,,Francesca Bonin,"IBM Research Europe, Dublin, Ireland, Dublin, Ireland",,,,,,,,,,,,,,,
Brazil,Using Facebook Ads Data to Assess Gender Balance in STEM: Evidence from Brazil,10.1145/3442442.3453456,WWW,2021,2,,Marisa Vasconcelos,"IBM Research, Brazil",,,,,,,,,,,,,,,
India,FinRED: A Dataset for Relation Extraction in Financial Domain,10.1145/3487553.3524637,WWW,2022,7,,Ajay Kumar Meena,"IIT Kharagpur, India",,,,,,,,,,,,,,,
India,FinRED: A Dataset for Relation Extraction in Financial Domain,10.1145/3487553.3524637,WWW,2022,7,,Tapas Nayak,"IIT Kharagpur, India",,,,,,,,,,,,,,,
USA,SoChainDB,10.1145/3477495.3531735,SIGIR,2022,5,,Thanh-Nam Doan,"Independent Researcher, Atlanta, GA, USA",,,,,,,,,,,,,,,
Germany,When Choice Happens: A Systematic Examination of Mouse Movement Length for Decision Making in Web Search,10.1145/3404835.3463055,SIGIR,2021,3,,Lukas Brückner,"Independent researcher, Berlin, Germany",,,,"Independent researcher, Berlin, Germany",,,,,,,,,,,
India,Modern Baselines for SPARQL Semantic Parsing,10.1145/3477495.3531841,SIGIR,2022,5,,Pranav Ajit Nair,"Indian Institute of Technology (BHU), Varanasi, India",,,,,,,,,,,,,,,
India,CrisICSum: Interpretable Classification and Summarization Platform for Crisis Events from Microblogs,10.1145/3511808.3557191,CIKM,2022,3,,Koustav Rudra,"Indian Institute of Technology (Indian School of Mines) Dhanbad, Dhanbad, India",,,,,,,,,,,,,,,
India,Rationale Aware Contrastive Learning Based Approach to Classify and Summarize Crisis-Related Microblogs,10.1145/3511808.3557426,CIKM,2022,2,,Koustav Rudra,"Indian Institute of Technology (Indian School of Mines) Dhanbad, Dhanbad, India",,,,,,,,,,,,,,,
India,Towards an Interpretable Approach to Classify and Summarize Crisis Events from Microblogs,10.1145/3485447.3512259,WWW,2022,2,,Koustav Rudra,"Indian Institute of Technology (Indian School of Mines) Dhanbad, India",,,,,,,,,,,,,,,
India,Complex Temporal Question Answering on Knowledge Graphs,10.1145/3459637.3482416,CIKM,2021,4,,Soumajit Pramanik,"Indian Institute of Technology Bhilai, Bhilai, India",,,,,,,,,,,,,,,
India,ELIXIR: Learning from User Feedback on Explanations to Improve Recommender Models,10.1145/3442381.3449848,WWW,2021,4,,Soumajit Pramanik,"Indian Institute of Technology Bhilai, India",,,,,,,,,,,,,,,
Germany,Fair Partitioning of Public Resources: Redrawing District Boundary to Minimize Spatial Inequality in School Funding,10.1145/3442381.3450041,WWW,2021,5,,Abhijnan Chakraborty,"Indian Institute of Technology Delhi, Germany",,,,"Indian Institute of Technology Delhi, Germany",,,,,,,,,,,
India,"Alexa, in you, I trust! Fairness and Interpretability Issues in E-commerce Search through Smart Speakers",10.1145/3485447.3512265,WWW,2022,5,,Abhijnan Chakraborty,"Indian Institute of Technology Delhi, India",,,,,,,,,,,,,,,
India,"Alexa, in you, I trust! Fairness and Interpretability Issues in E-commerce Search through Smart Speakers",10.1145/3485447.3512265,WWW,2022,5,,Animesh Mukherjee,"Indian Institute of Technology Kharagpur, India",,,,,,,,,,,,,,,
India,"Alexa, in you, I trust! Fairness and Interpretability Issues in E-commerce Search through Smart Speakers",10.1145/3485447.3512265,WWW,2022,5,,Saptarshi Ghosh,"Indian Institute of Technology Kharagpur, India",,,,,,,,,,,,,,,
India,Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,CIKM,2021,9,,Aishik Mandal,"Indian Institute of Technology Kharagpur, Kharagpur, India",,,,,,,,,,,,,,,
India,Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,CIKM,2021,9,,Gunjan Balde,"Indian Institute of Technology Kharagpur, Kharagpur, India",,,,,,,,,,,,,,,
India,Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,CIKM,2021,9,,Niloy Ganguly,"Indian Institute of Technology Kharagpur, Kharagpur, India",,,,,,,,,,,,,,,
India,Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,CIKM,2021,9,,Prakhar Sharma,"Indian Institute of Technology Kharagpur, Kharagpur, India",,,,,,,,,,,,,,,
India,Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,CIKM,2021,9,,Shamik Sural,"Indian Institute of Technology Kharagpur, Kharagpur, India",,,,,,,,,,,,,,,
India,Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,CIKM,2021,9,,Soumyadeep Roy,"Indian Institute of Technology Kharagpur, Kharagpur, India",,,,,,,,,,,,,,,
India,Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,CIKM,2021,9,,Sudip Chakraborty,"Indian Institute of Technology Kharagpur, Kharagpur, India",,,,,,,,,,,,,,,
India,RECON: Relation Extraction using Knowledge Graph Context in a Graph Neural Network,10.1145/3442381.3449917,WWW,2021,7,,Anson Bastos,"Indian Institute of Technology, Hyderabad and Zerotha Research, India",,,,,,,,,,,,,,,
India,HopfE,10.1145/3459637.3482263,CIKM,2021,6,,Anson Bastos,"Indian Institute of Technology, Hyderabad, Hyderabad, India",,,,,,,,,,,,,,,
India,RECON: Relation Extraction using Knowledge Graph Context in a Graph Neural Network,10.1145/3442381.3449917,WWW,2021,7,,Manohar Kaul,"Indian Institute of Technology, Hyderabad, India",,,,,,,,,,,,,,,
India,Fair Partitioning of Public Resources: Redrawing District Boundary to Minimize Spatial Inequality in School Funding,10.1145/3442381.3450041,WWW,2021,5,,Palash Dey,"Indian Institute of Technology, Kharagpur, India",,,,,,,,,,,,,,,
India,Retrieving Potential Causes from a Query Event,10.1145/3397271.3401207,SIGIR,2020,6,,Mandar Mitra,"Indian Statistical Institute, Kolkata, Kolkata, India",,,,,,,,,,,,,,,
India,MUWS’22: 1st International Workshop on Multimodal Understanding for the Web and Social Media,10.1145/3487553.3524873,WWW,2022,5,,Rajiv Ratn Shah,"Indraprastha Institute of Information Technology, Delhi, India",,,,,,,,,,,,,,,
Greece,ClaimLinker: Linking Text to a Knowledge Graph of Fact-checked Claims,10.1145/3442442.3458601,WWW,2021,6,,Evangelos Maliaroudakis,"Information Systems Laboratory, ICS-FORTH and University of Crete, Greece",,,,,,,,,,,,,,,
Greece,ClaimLinker: Linking Text to a Knowledge Graph of Fact-checked Claims,10.1145/3442442.3458601,WWW,2021,6,,Yannis Tzitzikas,"Information Systems Laboratory, ICS-FORTH and University of Crete, Greece",,,,,,,,,,,,,,,
Greece,ClaimLinker: Linking Text to a Knowledge Graph of Fact-checked Claims,10.1145/3442442.3458601,WWW,2021,6,,Pavlos Fafalios,"Information Systems Laboratory, ICS-FORTH, Greece",,,,,,,,,,,,,,,
Germany,EMR: Scalable Clustering of Big HR Data using Evolutionary MapReduce,10.1145/3442442.3453543,WWW,2021,2,,Mahdi Bohlouli,"Institute for Advanced Studies in Basic Sciences and Petanux GmbH, Germany",,,,"Institute for Advanced Studies in Basic Sciences and Petanux GmbH, Germany",,,,,,,,,,,
Germany,Using Schema.org and Solid for Linked Data-based Machine-to-Machine Sales Contract Conclusion,10.1145/3487553.3524268,WWW,2022,4,,Christoph H.-J. Braun,"Institute for Applied Informatics and Formal Description Methods (AIFB), Karlsruhe Institute of Technology (KIT), Germany",,,,"Karlsruhe Institute of Technology, Germany",,,,,,,,,,,
Germany,Using Schema.org and Solid for Linked Data-based Machine-to-Machine Sales Contract Conclusion,10.1145/3487553.3524268,WWW,2022,4,,Tobias Käfer,"Institute for Applied Informatics and Formal Description Methods (AIFB), Karlsruhe Institute of Technology (KIT), Germany",,,,"Karlsruhe Institute of Technology, Germany",,,,,,,,,,,
Germany,Using Schema.org and Solid for Linked Data-based Machine-to-Machine Sales Contract Conclusion,10.1145/3487553.3524268,WWW,2022,4,,Xinni Wang,"Institute for Applied Informatics and Formal Description Methods (AIFB), Karlsruhe Institute of Technology (KIT), Germany",,,,"Karlsruhe Institute of Technology, Germany",,,,,,,,,,,
Germany,Open Geodata Reuse: Towards Natural Language Interfaces to Web APIs,10.1145/3366424.3384363,WWW,2020,2,,Ang Sherpa,"Institute for Geoinformatics, University of Münster Münster, Germany",,,,"University Münster, Germany",,,,,,,,,,,
Germany,Open Geodata Reuse: Towards Natural Language Interfaces to Web APIs,10.1145/3366424.3384363,WWW,2020,2,,Auriol Degbelo,"Institute for Geoinformatics, University of Münster Münster, Germany",,,,"University Münster, Germany",,,,,,,,,,,
Germany,Open Data User Needs: A Preliminary Synthesis,10.1145/3366424.3386586,WWW,2020,1,,Auriol Degbelo,"Institute for Geoinformatics, University of Münster Münster, Germany",,,,"University Münster, Germany",,,,,,,,,,,
Germany,Reproducibility and Replicability of Web Measurement Studies,10.1145/3485447.3512214,WWW,2022,6,,Norbert Pohlmann,"Institute for Internet Security, Germany",,,,"Institute for Internet Security, Germany",,,,,,,,,,,
Germany,Reproducibility and Replicability of Web Measurement Studies,10.1145/3485447.3512214,WWW,2022,6,,Nurullah Demir,"Institute for Internet Security, Germany and KASTEL Security Research Labs, Karlsruhe Institute of Technology, Germany",,,,"Institute for Internet Security, Germany; KASTEL Security Research Labs, Karlsruhe Institute of Technology, Germany",,,,,,,,,,,
Germany,Reproducibility and Replicability of Web Measurement Studies,10.1145/3485447.3512214,WWW,2022,6,,Tobias Urban,"Institute for Internet Security, Germany and secunet Security Networks AG, Germany",,,,"Institute for Internet Security, Germany; secunet Security Networks AG, Germany",,,,,,,,,,,
Austria,CDCEO'21 - First Workshop on Complex Data Challenges in Earth Observation,10.1145/3459637.3482044,CIKM,2021,9,,David P. Kreil,"Institute of Advanced Research in Artificial Intelligence, Vienna, Austria",,,,,,,,,,,,,,,
Austria,CDCEO'21 - First Workshop on Complex Data Challenges in Earth Observation,10.1145/3459637.3482044,CIKM,2021,9,,Michael K. Kopp,"Institute of Advanced Research in Artificial Intelligence, Vienna, Austria",,,,,,,,,,,,,,,
Austria,CDCEO'21 - First Workshop on Complex Data Challenges in Earth Observation,10.1145/3459637.3482044,CIKM,2021,9,,Pedro Herruzo,"Institute of Advanced Research in Artificial Intelligence, Vienna, Austria",,,,,,,,,,,,,,,
Austria,CDCEO'21 - First Workshop on Complex Data Challenges in Earth Observation,10.1145/3459637.3482044,CIKM,2021,9,,Sepp Hochreiter,"Institute of Advanced Research in Artificial Intelligence, Vienna, Austria",,,,,,,,,,,,,,,
Greece,TweetsCOV19 - A Knowledge Base of Semantically Annotated Tweets about the COVID-19 Pandemic,10.1145/3340531.3412765,CIKM,2020,7,,Pavlos Fafalios,"Institute of Computer Science, FORTH-ICS, Heraklion, Greece",,,,,,,,,,,,,,,
Germany,Cross-Site Prediction on Social Influence for Cold-Start Users in Online Social Networks,10.1145/3487553.3524187,WWW,2022,7,,Xiaoming Fu,"Institute of Computer Science, University of Göttingen, Germany",,,,"University Göttingen, Germany",,,,,,,,,,,
China,Contextualized Offline Relevance Weighting for Efficient and Effective Neural Retrieval,10.1145/3404835.3463073,SIGIR,2021,6,,Le Sun,"Institute of Software, Chinese Academy of Sciences, Beijing, China",,,,,,,,,,,,,,,
Germany,EMR: Scalable Clustering of Big HR Data using Evolutionary MapReduce,10.1145/3442442.3453543,WWW,2021,2,,Zhonghua He,"Intel Shanghai, Germany",,,,"Intel Shanghai, Germany",,,,,,,,,,,
France,DORA THE EXPLORER,10.1145/3459637.3481967,CIKM,2021,5,,Laure Berti-Equille,"IRD, ESPACE-DEV, Montpellier, France",,,,,,,,,,,,,,,
Luxembourg,"Context, Prioritization, and Unexpectedness: Factors Influencing User Attitudes About Infographic and Comic Consent",10.1145/3487553.3524632,WWW,2022,5,,Arianna Rossi,"IRiSC, SnT, University of Luxembourg, Luxembourg",,,,,,,,,,,,,,,
Luxembourg,"Context, Prioritization, and Unexpectedness: Factors Influencing User Attitudes About Infographic and Comic Consent",10.1145/3487553.3524632,WWW,2022,5,,Gabriele Lenzini,"IRiSC, SnT, University of Luxembourg, Luxembourg",,,,,,,,,,,,,,,
Luxembourg,"Context, Prioritization, and Unexpectedness: Factors Influencing User Attitudes About Infographic and Comic Consent",10.1145/3487553.3524632,WWW,2022,5,,Wilhelmina Maria Botes,"IRiSC, SnT, University of Luxembourg, Luxembourg",,,,,,,,,,,,,,,
Luxembourg,"Context, Prioritization, and Unexpectedness: Factors Influencing User Attitudes About Infographic and Comic Consent",10.1145/3487553.3524632,WWW,2022,5,,Xengie Doan,"IRiSC, SnT, University of Luxembourg, Luxembourg",,,,,,,,,,,,,,,
